"Location";"Source"
"188155806-0-3691";"Gain Sharp-as-Night's favor by completing the achievements and tasks listed below."
"188155806-0-3692";"Complete the companion quests for Azandar al-Cybiades."
"188155806-0-3693";"Increase rapport with Azandar al-Cybiades by completing specific tasks at their side."
"188155806-0-3694";"Gain Azandar's favor by completing the achievements and tasks listed below."
"188155806-0-3695";"Gain favor with both Sharp-as-Night and Azandar al-Cybiades."
"188155806-0-3700";"Collect the upgraded cards from the Almalexia deck in Tales of Tribute."
"188155806-0-3701";"Use Almalexia's Patron power to look at an opponent's draw pile 10 times in match-made Tales of Tribute games."
"188155806-0-3702";"Defeat Tribute Grand Master Bolm in a game of Tribute."
"188155806-0-3703";"Collect the Almalexia Tales of Tribute deck."
"188155806-0-3706";"Acquire the Mythic Items discovered by the Antiquarian Circle during your adventures in Western Skyrim."
"188155806-0-3707";"Acquire the Mythic Items discovered by the Antiquarian Circle during your adventures in the Reach."
"188155806-0-3708";"Acquire the Mythic Items discovered by the Antiquarian Circle during your adventures in Blackwood."
"188155806-0-3709";"Acquire the Mythic Items discovered by the Antiquarian Circle during your adventures in the Deadlands."
"188155806-0-3710";"Acquire the Mythic Items discovered by the Antiquarian Circle during your adventures in High Isle."
"188155806-0-3711";"Acquire the Mythic Items discovered by the Antiquarian Circle during your adventures in Galen."
"188155806-0-3712";"Acquire the Mythic Items discovered by the Antiquarian Circle during your adventures in the Telvanni Peninsula and Apocrypha."
"188155806-0-3713";"Acquire the Cryptcanon Vestments, an ancient Dark Elf item long thought lost to history."
"188155806-0-3714";"Acquire the Esoteric Environment Greaves, an ancient Dwarven item long thought lost to history."
"188155806-0-3715";"Acquire Velothi Ur-Mage's Amulet, an ancient Chimer item long thought lost to history."
"188155806-0-3716";"Acquire the Mythic Item, Torc of the Last Ayleid King, in Apocrypha."
"188155806-0-3717";"Acquire the Mythic Item, Thrassian Stranglers, in Western Skyrim."
"188155806-0-3718";"Acquire the Mythic Item, Torc of Tonal Constancy, in Western Skyrim."
"188155806-0-3719";"Bring Glory to the Aldmeri Dominion by capturing Resources, capturing Keeps, killing opposing players, and completing Conquest Missions as a member of the Aldmeri Dominion in Cyrodiil."
"188155806-0-3720";"Bring Glory to the Daggerfall Covenant by capturing Resources, capturing Keeps, killing opposing players, and completing Conquest Missions as a member of the Daggerfall Covenant in Cyrodiil."
"188155806-0-3721";"Bring Glory to the Ebonheart Pact by capturing Resources, capturing Keeps, killing opposing players, and completing Conquest Missions as a member of the Ebonheart Pact in Cyrodiil."
"188155806-0-3722";"Acquire and use 10 Heavily Played Tribute Cards, acquired from Tales of Tribute match rewards."
"188155806-0-3723";"Acquire and use 25 Lost Graht-Oak Acorns and 25 Unearthed Valenwood Seedlings."
"188155806-0-3724";"Fillet fish 10 times."
"188155806-0-3725";"Fillet fish 50 times."
"188155806-0-3726";"Fillet fish 100 times."
"188155806-0-3727";"Fillet fish 500 times."
"188155806-0-3728";"Fillet fish 1,000 times."
"188155806-0-3729";"Kill 10 enemy Arcanists."
"188155806-0-3730";"Kill 100 enemy Arcanists."
"188155806-0-3731";"Complete quests, explore, acquire antiquities, and become the Savior of Necrom."
"188155806-0-3733";"Complete odd tasks in the Telvanni Peninsula and Apocrypha."
"188155806-0-3734";"Complete all the daily job achievements in Necrom."
"188155806-0-3735";"Solve Hermaeus Mora's puzzle in the Subverted Quarter of Bastion Nymic."
"188155806-0-3736";"Solve Peryite's puzzle in the Plagued Quarter of Bastion Nymic."
"188155806-0-3737";"Solve Vaermina's puzzle in the Dreaming Quarter of Bastion Nymic."
"188155806-0-3738";"Solve all the puzzles in Bastion Nymic."
"188155806-0-3739";"Complete all the achievements in Bastion Nymic."
"188155806-0-3740";"Reach level 10 as an Arcanist."
"188155806-0-3741";"Reach level 50 as an Arcanist."
"188155806-0-3742";"Acquire and use 10 Scraps of the Spearhead's Colors, acquired from Tales of Tribute match rewards."
"188155806-0-3743";"Find all the fragments in High Isle and assemble the Druidic Provisioning Station antiquity."
"188155806-0-3744";"Find all the fragments across Tamriel and assemble the Ebon Dwarven Wolf antiquity."
"188155806-0-3745";"Find all the fragments in the Telvanni Peninsula and assemble the Spore Savant Face Marks antiquity."
"188155806-0-3746";"Find all the fragments in the Telvanni Peninsula and assemble the Spore Savant Body Marks antiquity."
"188155806-0-3747";"Find all the fragments in the Telvanni Peninsula and assemble the Glyphic Secrets Music Box antiquity."
"188155806-0-3748";"Find all the fragments in the Telvanni Peninsula and assemble the Telvanni Alchemy Station antiquity."
"188155806-0-3749";"Defeated by tentacles in the deep waters of Apocrypha."
"188155806-0-3751";"Complete the listed achievements for the Infinite Archive."
"188155806-0-3752";"Complete all of the unique Verse achievements in the Infinite Archive."
"188155806-0-3753";"Complete all of the unique Vision achievements in the Infinite Archive."
"188155806-0-3754";"Complete the Defeat Boss and Marauder achievements in the Infinite Archive."
"188155806-0-3755";"Complete all Infinite Archive Optional Achievements."
"188155806-0-3756";"Defeat Tho'at Replicanum once in the Infinite Archive."
"188155806-0-3757";"Defeat Tho'at Replicanum 10 times in the Infinite Archive."
"188155806-0-3758";"Defeat Tho'at Replicanum 50 times in the Infinite Archive."
"188155806-0-3759";"Defeat the final evolution of Tho'at Replicanum in the Infinite Archive."
"188155806-0-3760";"Defeat 1,000 Maligraphies within the Infinite Archive Stages."
"188155806-0-3761";"Defeat 2,000 Maligraphies within the Infinite Archive Stages."
"188155806-0-3762";"Defeat 5,000 Maligraphies within the Infinite Archive Stages."
"188155806-0-3763";"Defeat 500 Fabled in the Infinite Archive."
"188155806-0-3764";"Complete 150 Stages at or above Arc 2 in the Infinite Archive."
"188155806-0-3765";"Complete 3 Stages with a companion in the Infinite Archive."
"188155806-0-3766";"Complete 3 Stages with another player in the Infinite Archive."
"188155806-0-3767";"Reach Arc 4 in the Infinite Archive."
"188155806-0-3768";"Complete the Replication Elimination daily quest 10 times in the Infinite Archive."
"188155806-0-3769";"Spend 1,000 Archival Fortunes in the Infinite Archive."
"188155806-0-3770";"Defeat 1 Boss in the Infinite Archive during the first Arc."
"188155806-0-3771";"Defeat 50 Bosses in the Infinite Archive within the first Arc."
"188155806-0-3772";"Defeat 100 Bosses in the Infinite Archive within the first Arc."
"188155806-0-3773";"Defeat 1 Boss in the Infinite Archive within the second Arc."
"188155806-0-3774";"Defeat 30 Bosses in the Infinite Archive within the second Arc."
"188155806-0-3775";"Defeat 50 Bosses in the Infinite Archive within the second Arc."
"188155806-0-3776";"Defeat 1 Boss in the Infinite Archive within the third Arc."
"188155806-0-3777";"Defeat 15 Bosses in the Infinite Archive within the third Arc."
"188155806-0-3778";"Defeat 30 Bosses in the Infinite Archive within the third Arc."
"188155806-0-3779";"Defeat 1 Boss in the Infinite Archive within the fourth Arc."
"188155806-0-3780";"Defeat 10 Bosses in the Infinite Archive within the fourth Arc."
"188155806-0-3781";"Acquire 16 specific and unique Offensive Verses in the Infinite Archive."
"188155806-0-3782";"Acquire 16 specific and unique Defensive Verses in the Infinite Archive."
"188155806-0-3783";"Acquire 11 specific and unique Utility Verses in the Infinite Archive."
"188155806-0-3784";"Acquire 16 specific and unique Offensive Visions in the Infinite Archive."
"188155806-0-3785";"Acquire 16 specific and unique Defensive Visions in the Infinite Archive."
"188155806-0-3786";"Acquire 15 specific and unique Utility Visions in the Infinite Archive."
"188155806-0-3787";"Complete all quests related to the Destozuno's Library optional content in the Infinite Archive."
"188155806-0-3789";"Complete all difficulties related to the Theater of War's optional content in the Infinite Archive."
"188155806-0-3790";"Complete all difficulties of the Echoing Den optional content in the Infinite Archive."
"188155806-0-3791";"Complete all difficulties related to the Haefal's Butchery optional content in the Infinite Archive."
"188155806-0-3792";"Completed all difficulties related to the Treacherous Crossing optional content in the Infinite Archive."
"188155806-0-3793";"Complete all difficulties related to the Filer's Wing optional content in the Infinite Archive."
"188155806-0-3794";"Kill Gw the Pilferer 5 times in the Infinite Archive."
"188155806-0-3795";"Acquire all Visions in the Crystalline Set and then acquire the Ice Avatar Verse in the Infinite Archive."
"188155806-0-3796";"Acquire all Visions in the Ferocious Set and then acquire the Werewolf Behemoth Verse in the Infinite Archive."
"188155806-0-3797";"Acquire all Visions in the Scorching Set and then acquire the Iron Atronach Verse in the Infinite Archive."
"188155806-0-3798";"Encounter the following factions within the Infinite Archive."
"188155806-0-3799";"Acquire 5 Offensive Verses or Visions in the Infinite Archive."
"188155806-0-3800";"Acquire 25 Offensive Verses or Visions in the Infinite Archive."
"188155806-0-3801";"Acquire 75 Offensive Verses or Visions in the Infinite Archive."
"188155806-0-3802";"Acquire 5 Defensive Verses or Visions in the Infinite Archive."
"188155806-0-3803";"Acquire 25 Defensive Verses or Visions in the Infinite Archive."
"188155806-0-3804";"Acquire 75 Defensive Verses or Visions in the Infinite Archive."
"188155806-0-3805";"Acquire 5 Utility Verses or Visions in the Infinite Archive."
"188155806-0-3806";"Acquire 25 Utility Verses or Visions in the Infinite Archive."
"188155806-0-3807";"Acquire 75 Utility Verses or Visions in the Infinite Archive."
"188155806-0-3808";"Defeat 300 Recollection in Veteran Oathsworn Pit."
"188155806-0-3809";"Defeat 100 Bears, Lurchers, or Iron Atronachs in Veteran Oathsworn Pit."
"188155806-0-3810";"Defeat Packmaster Rethelros, Anthelmir and Anthelmir's Construct, as well as Aradros the Awakened in Oathsworn Pit."
"188155806-0-3811";"Defeat Packmaster Rethelros, Anthelmir and Anthelmir's Construct, as well as Aradros the Awakened in Veteran Oathsworn Pit."
"188155806-0-3812";"Defeat Aradros the Awakened after placing the Challenge Banner in Veteran Oathsworn Pit."
"188155806-0-3813";"Defeat all encounters in addition to Packmaster Rethelros, Anthelmir and Anthelmir's Construct, as well as Aradros the Awakened within 25 minutes of entering Veteran Oathsworn Pit. Your timer starts after engaging the first Recollection members."
"188155806-0-3814";"Defeat all encounters in addition to Packmaster Rethelros, Anthelmir and Anthelmir's Construct, and Aradros the Awakened in Veteran Oathsworn Pit without suffering a group member death."
"188155806-0-3815";"Complete the listed achievements for Veteran Oathsworn Pit."
"188155806-0-3816";"Defeat all encounters in addition to Packmaster Rethelros, Anthelmir and Anthelmir's Construct, as well as Aradros the Awakened after placing the Challenge Banner in Veteran Oathsworn Pit within 25 minutes without suffering a group member death. Your timer starts upon engaging the first group of enemies."
"188155806-0-3817";"Fight Packmaster Rethelros with all the Oathsworn Warriors alive in Veteran Oathsworn Pit."
"188155806-0-3818";"Defeat Anthelmir and Anthelmir's Construct after detonating every Kindle Pitch Barrel in Malacath's Eye in Veteran Oathsworn Pit."
"188155806-0-3819";"Defeat Aradros the Awakened while under the effects of Warrior's Visage in Veteran Oathsworn Pit."
"188155806-0-3820";"Knock four Recollection members into the pit in Oathsworn Pit."
"188155806-0-3821";"Forge the Smelter while fighting Aradros the Awakened in Veteran Oathsworn Pit."
"188155806-0-3822";"Land all 4 axes within 5 meters of each other while fighting Anthelmir and Anthelmir's Construct in Veteran Oathsworn Pit."
"188155806-0-3823";"Defeat Packmaster Rethelros after placing the Challenge Banner in Veteran Oathsworn Pit."
"188155806-0-3824";"Defeat Anthelmir and Anthelmir's Construct after placing the Challenge Banner in Veteran Oathsworn Pit."
"188155806-0-3825";"Complete optional content in Oathsworn Pit by finding and completing the Lodge Leader's Trials."
"188155806-0-3826";"Defeat Aradros the Awakened after placing the Challenge Banner without completing any optional content in Veteran Oathsworn Pit."
"188155806-0-3827";"Consume 25 Jubilee Confetti Packs."
"188155806-0-3828";"Complete both Oathsworn Pit and Bedlam Veil on Veteran."
"188155806-0-3829";"Complete both Oathsworn Pit and Bedlam Veil."
"188155806-0-3832";"Acquire and use 10 Possessed Shreds."
"188155806-0-3833";"At the Alinor Outlaws Refuge in Summerset, receive 20,000 gold for fencing items."
"188155806-0-3834";"At the Anvil Outlaws Refuge in the Gold Coast, receive 20,000 gold for fencing items."
"188155806-0-3835";"At the Belkarth Outlaws Refuge in Craglorn, receive 20,000 gold for fencing items."
"188155806-0-3836";"At the Lilmoth Outlaws Refuge in Murkmire, receive 20,000 gold for fencing items."
"188155806-0-3837";"At the Orsinium Outlaws Refuge in Wrothgar, receive 20,000 gold for fencing items."
"188155806-0-3838";"At the Rimmen Outlaws Refuge in Northern Elsweyr, receive 20,000 gold for fencing items."
"188155806-0-3839";"At the Senchal Outlaws Refuge in Southern Elsweyr, receive 20,000 gold for fencing items."
"188155806-0-3840";"At the Slag Town Outlaws Refuge in the Brass Fortress in Clockwork City, receive 20,000 gold for fencing items."
"188155806-0-3841";"At the Solitude Outlaws Refuge in Western Skyrim, receive 20,000 gold for fencing items."
